cache size || block size || associative || d-miss rate || i-miss rate || mem write
    1024	      16	       1	0.2376	0.2133	    2636
    1024	      16	       2	0.1625	0.2064	    1623
    1024	      16	       4	0.1503	0.2101	    1461
    1024	      16	       8	0.1445	0.2118	    1409
    1024	      64	       1	0.2731	0.0941	    2856
    1024	      64	       2	0.1936	0.0920	    1916
    1024	      64	       4	0.1670	0.0917	    1467
    1024	      64	       8	0.1649	0.0924	    1436
    2048	      16	       1	0.1928	0.1704	    2080
    2048	      16	       2	0.1219	0.1579	    1126
    2048	      16	       4	0.1122	0.1518	    1008
    2048	      16	       8	0.1095	0.1517	     998
    2048	      64	       1	0.2189	0.0738	    2368
    2048	      64	       2	0.1329	0.0715	    1140
    2048	      64	       4	0.1159	0.0713	     847
    2048	      64	       8	0.1080	0.0734	     778
    4096	      16	       1	0.1064	0.1304	     902
    4096	      16	       2	0.0904	0.1136	     728
    4096	      16	       4	0.0829	0.1075	     660
    4096	      16	       8	0.0810	0.1012	     651
    4096	      64	       1	0.1048	0.0575	     831
    4096	      64	       2	0.0876	0.0502	     578
    4096	      64	       4	0.0752	0.0480	     461
    4096	      64	       8	0.0712	0.0469	     425
    8192	      16	       1	0.0773	0.1087	     536
    8192	      16	       2	0.0611	0.0832	     288
    8192	      16	       4	0.0544	0.0783	     244
    8192	      16	       8	0.0506	0.0766	     217
    8192	      64	       1	0.0701	0.0488	     507
    8192	      64	       2	0.0537	0.0359	     281
    8192	      64	       4	0.0490	0.0330	     239
    8192	      64	       8	0.0469	0.0325	     230
   16384	      16	       1	0.0559	0.0655	     191
   16384	      16	       2	0.0480	0.0564	     107
   16384	      16	       4	0.0434	0.0490	      31
   16384	      16	       8	0.0421	0.0464	      21
   16384	      64	       1	0.0432	0.0295	     213
   16384	      64	       2	0.0306	0.0260	     115
   16384	      64	       4	0.0267	0.0234	      85
   16384	      64	       8	0.0252	0.0233	      73
